hash,file,bundle,offset,size
3f14948def2014eb,bodyropesint.sm,Tiny.V2,9043975,598
d756f030ba0b15b6,rig_d0a553a4.smd,Streaming/Content/metadata/items/armours/bodyarmours/64EAC69B2B20586D.wendigogreenbodyint.ao,0,214483
8b17b7fc3ba3fc4c,rig_d0a553a4.smd.header,Tiny.V0,8995636,1464
20ce8a6f2715b192,rig.amd,Tiny.V0,9198688,134
6b169f84ca34bd44,rig.ast,Tiny.V7,8761936,2038
