file,bundle,offset,size
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v01_01.tgt,Tiny.VA,10941149,626
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v01_01.tmd,Tiny.VF,11088615,439
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v01_01_statue.fmt,Streaming/Content/data/worldareas/hideoutpillarsofarun.vworld,2281628,47445
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v01_01_statue.fmt.header,Tiny.V8,11006807,226
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v02_01.tgt,Tiny.V8,11007033,626
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v02_01.tmd,Tiny.V4,11175470,439
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v02_01_statue.fmt,Streaming/Content/data/worldareas/hideoutpillarsofarun.vworld,2329073,60215
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_female_static_v02_01_statue.fmt.header,Tiny.V3,10898636,333
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_male_static_v01_01.tgt,Tiny.V8,11007659,622
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_male_static_v01_01.tmd,Tiny.VE,11014324,431
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_male_static_v01_01_statue.fmt,Streaming/Content/data/worldareas/hideoutpillarsofarun.vworld,2389288,51237
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve1_statue_male_static_v01_01_statue.fmt.header,Tiny.VC,10893800,470
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve2_statue_female_static_v01_01.tgt,Tiny.V5,10859781,628
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve2_statue_female_static_v01_01.tmd,Tiny.V5,10860409,439
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve2_statue_female_static_v01_01_statue.fmt,Streaming/Content/data/worldareas/hideoutpillarsofarun.vworld,2440525,47445
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve2_statue_female_static_v01_01_statue.fmt.header,Tiny.VF,11089054,226
art/models/terrain/act4/aqueduct/vastiri_statuespawners/vastiri_curve2_statue_female_static_v02_01.tgt,Tiny.VF,11089280,628
