file,bundle,offset,size
art/models/items/armours/helmets/uniques/ravenscrown/attachments/ravenscrownfx.sm,Tiny_2,35938303,524
art/models/items/armours/helmets/uniques/ravenscrown/attachments/ravenscrownfx_armour.amd,Tiny_2,35938827,440
art/models/items/armours/helmets/uniques/ravenscrown/attachments/ravenscrownfx_armour.ast,Tiny_2,35939267,631
art/models/items/armours/helmets/uniques/ravenscrown/attachments/ravenscrownfx_armour_89f2a97c.smd,Tiny_2,35939898,402
art/models/items/armours/helmets/uniques/ravenscrown/attachments/ravenscrownfx_armour_89f2a97c.smd.header,Tiny_2,35940300,448
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_colour_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_57,,
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_colour_dxt5.dds.header,Tiny_2,35950878,1520
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_glow_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_16,0,1398276
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_glow_dxt5.dds.header,Tiny_2,35952398,1520
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_metal_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_9,,
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_metal_dxt5.dds.header,Tiny_2,35953918,1520
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_normal_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_7,,
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrown_normal_dxt5.dds.header,Tiny_2,35955438,1520
art/models/items/armours/helmets/uniques/ravenscrown/textures/ravenscrownc.mat,Art/Models/Items/Armours/Helmets/Uniques_16,1398276,5176
art/models/items/armours/helmets/uniques/redcovenantmark/redcovenantmark.sm,Tiny_2,35956958,528
art/models/items/armours/helmets/uniques/redcovenantmark/redcovenantmarkdex.sm,Tiny_2,35957486,566
art/models/items/armours/helmets/uniques/redcovenantmark/redcovenantmarkdex_dd7a6145.smd,Art/Models/Items/Armours/Helmets/Uniques_78,1597471,31674
art/models/items/armours/helmets/uniques/redcovenantmark/redcovenantmarkdex_dd7a6145.smd.header,Tiny_2,35958052,448
art/models/items/armours/helmets/uniques/redcovenantmark/redcovenantmarkdexint.sm,Tiny_2,35958500,564
art/models/items/armours/helmets/uniques/redcovenantmark/redcovenantmarkdexint_31787c6b.smd,Art/Models/Items/Armours/Helmets/Uniques_78,1467553,31546
art/models/items/armours/helmets/uniques/redcovenantmark/redcovenantmarkdexint_31787c6b.smd.header,Tiny_2,35959064,448
