file,bundle,offset,size
art/models/terrain/doodads/labyrinth/abyssblade_busted.fmt,Art/Models/Terrain/Doodads/labyrinth,0,375223
art/models/terrain/doodads/labyrinth/abyssblade_busted.fmt.header,Tiny_4,9727860,293
art/models/terrain/doodads/labyrinth/chargedisrutor_v01_01.fmt,Art/Models/Terrain/Doodads/labyrinth,375223,354529
art/models/terrain/doodads/labyrinth/chargedisrutor_v01_01.fmt.header,Tiny_4,9733024,536
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_01.fmt,Art/Models/Terrain/Doodads/labyrinth,729752,48069
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_01.fmt.header,Tiny_4,9733560,536
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_02.fmt,Art/Models/Terrain/Doodads/labyrinth,777821,39929
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_02.fmt.header,Tiny_4,9734096,536
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_03.fmt,Art/Models/Terrain/Doodads/labyrinth,817750,37785
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_03.fmt.header,Tiny_4,9734632,402
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_04.fmt,Art/Models/Terrain/Doodads/labyrinth,855535,31153
art/models/terrain/doodads/labyrinth/church_crunchedground_v01_04.fmt.header,Tiny_4,9735034,536
art/models/terrain/doodads/labyrinth/classicbaroque.fmt,Art/Models/Terrain/Doodads/labyrinth,886688,7713
art/models/terrain/doodads/labyrinth/classicbaroque.fmt.header,Tiny_4,9735570,356
art/models/terrain/doodads/labyrinth/classicbaroque02.fmt,Art/Models/Terrain/Doodads/labyrinth,894401,7721
art/models/terrain/doodads/labyrinth/classicbaroque02.fmt.header,Tiny_4,9735926,360
art/models/terrain/doodads/labyrinth/decorportal.fmt,Art/Models/Terrain/Doodads/labyrinth,902122,153023
art/models/terrain/doodads/labyrinth/decorportal.fmt.header,Tiny_4,9746355,279
art/models/terrain/doodads/labyrinth/elegant_crunchedground_v01_01.fmt,Art/Models/Terrain/Doodads/labyrinth,1055145,35547
art/models/terrain/doodads/labyrinth/elegant_crunchedground_v01_01.fmt.header,Tiny_4,9850184,670
art/models/terrain/doodads/labyrinth/elegant_crunchedwalkway_v01_01.fmt,Art/Models/Terrain/Doodads/labyrinth,1090692,38739
art/models/terrain/doodads/labyrinth/elegant_crunchedwalkway_v01_01.fmt.header,Tiny_4,9850854,725
art/models/terrain/doodads/labyrinth/elegant_crunchedwalkway_v02_01.fmt,Art/Models/Terrain/Doodads/labyrinth,1129431,35357
art/models/terrain/doodads/labyrinth/elegant_crunchedwalkway_v02_01.fmt.header,Tiny_4,9851579,551
art/models/terrain/doodads/labyrinth/endgame_portal_statue.fmt,Art/Models/Terrain/Doodads/labyrinth,1164788,163371
art/models/terrain/doodads/labyrinth/endgame_portal_statue.fmt.header,Tiny_4,9852130,276
art/models/terrain/doodads/labyrinth/gargoyleadult_01.fmt,Art/Models/Terrain/Doodads/labyrinth,1727145,74329
art/models/terrain/doodads/labyrinth/gargoyleadult_01.fmt.header,Tiny_4,9852406,234
art/models/terrain/doodads/labyrinth/gargoyleadult_02.fmt,Art/Models/Terrain/Doodads/labyrinth,1801474,74377
art/models/terrain/doodads/labyrinth/gargoyleadult_02.fmt.header,Tiny_4,9852640,234
art/models/terrain/doodads/labyrinth/gargoyleadult_03.fmt,Art/Models/Terrain/Doodads/labyrinth,1875851,74761
art/models/terrain/doodads/labyrinth/gargoyleadult_03.fmt.header,Tiny_4,9852874,234
art/models/terrain/doodads/labyrinth/gargoyleadult_04.fmt,Art/Models/Terrain/Doodads/labyrinth,1950612,74425
art/models/terrain/doodads/labyrinth/gargoyleadult_04.fmt.header,Tiny_4,9853108,234
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_01.fmt,Art/Models/Terrain/Doodads/labyrinth,1328159,99613
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_01.fmt.header,Tiny_4,9853342,421
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_02.fmt,Art/Models/Terrain/Doodads/labyrinth,1427772,99655
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_02.fmt.header,Tiny_4,9853763,419
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_03.fmt,Art/Models/Terrain/Doodads/labyrinth,1527427,100009
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_03.fmt.header,Tiny_4,9854182,403
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_04.fmt,Art/Models/Terrain/Doodads/labyrinth,1627436,99709
art/models/terrain/doodads/labyrinth/gargoyleadultplinth_04.fmt.header,Tiny_4,9854585,421
art/models/terrain/doodads/labyrinth/gargoylecub01.fmt,Art/Models/Terrain/Doodads/labyrinth,2025037,51885
art/models/terrain/doodads/labyrinth/gargoylecub01.fmt.header,Tiny_4,9855006,220
art/models/terrain/doodads/labyrinth/gargoylecub02.fmt,Art/Models/Terrain/Doodads/labyrinth,2076922,52869
art/models/terrain/doodads/labyrinth/gargoylecub02.fmt.header,Tiny_4,9855226,220
art/models/terrain/doodads/labyrinth/gargoylecub03.fmt,Art/Models/Terrain/Doodads/labyrinth,2129791,52389
art/models/terrain/doodads/labyrinth/gargoylecub03.fmt.header,Tiny_4,9855446,220
art/models/terrain/doodads/labyrinth/gargoylecub04.fmt,Art/Models/Terrain/Doodads/labyrinth_1,0,52605
art/models/terrain/doodads/labyrinth/gargoylecub04.fmt.header,Tiny_4,9855666,220
art/models/terrain/doodads/labyrinth/gargoylecubbronze01.fmt,Art/Models/Terrain/Doodads/labyrinth_1,52605,51909
art/models/terrain/doodads/labyrinth/gargoylecubbronze01.fmt.header,Tiny_4,9855886,232
art/models/terrain/doodads/labyrinth/gargoylecubbronze02.fmt,Art/Models/Terrain/Doodads/labyrinth_1,104514,52893
art/models/terrain/doodads/labyrinth/gargoylecubbronze02.fmt.header,Tiny_4,9856118,232
art/models/terrain/doodads/labyrinth/gargoylecubbronze03.fmt,Art/Models/Terrain/Doodads/labyrinth_1,157407,52413
art/models/terrain/doodads/labyrinth/gargoylecubbronze03.fmt.header,Tiny_4,9856350,232
art/models/terrain/doodads/labyrinth/gargoylecubbronze04.fmt,Art/Models/Terrain/Doodads/labyrinth_1,209820,52629
art/models/terrain/doodads/labyrinth/gargoylecubbronze04.fmt.header,Tiny_4,9856582,232
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth01.fmt,Art/Models/Terrain/Doodads/labyrinth_1,262449,65281
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth01.fmt.header,Tiny_4,9856814,506
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth02.fmt,Art/Models/Terrain/Doodads/labyrinth_1,327730,66217
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth02.fmt.header,Tiny_4,9857320,506
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth03.fmt,Art/Models/Terrain/Doodads/labyrinth_1,393947,65737
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth03.fmt.header,Tiny_4,9857826,506
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth04.fmt,Art/Models/Terrain/Doodads/labyrinth_1,459684,65953
art/models/terrain/doodads/labyrinth/gargoylecubbronze_plinth04.fmt.header,Tiny_4,9858332,506
art/models/terrain/doodads/labyrinth/gargoylecubplinth01.fmt,Art/Models/Terrain/Doodads/labyrinth_1,525637,65227
art/models/terrain/doodads/labyrinth/gargoylecubplinth01.fmt.header,Tiny_4,9858838,479
art/models/terrain/doodads/labyrinth/gargoylecubplinth02.fmt,Art/Models/Terrain/Doodads/labyrinth_1,590864,66163
art/models/terrain/doodads/labyrinth/gargoylecubplinth02.fmt.header,Tiny_4,9859317,479
art/models/terrain/doodads/labyrinth/gargoylecubplinth03.fmt,Art/Models/Terrain/Doodads/labyrinth_1,657027,65683
art/models/terrain/doodads/labyrinth/gargoylecubplinth03.fmt.header,Tiny_4,9859796,479
art/models/terrain/doodads/labyrinth/gargoylecubplinth04.fmt,Art/Models/Terrain/Doodads/labyrinth_1,722710,65899
art/models/terrain/doodads/labyrinth/gargoylecubplinth04.fmt.header,Tiny_4,9860275,479
art/models/terrain/doodads/labyrinth/gargoylegold_01.fmt,Art/Models/Terrain/Doodads/labyrinth_1,788609,74315
art/models/terrain/doodads/labyrinth/gargoylegold_01.fmt.header,Tiny_4,9860754,227
art/models/terrain/doodads/labyrinth/gargoylegold_02.fmt,Art/Models/Terrain/Doodads/labyrinth_1,862924,74363
art/models/terrain/doodads/labyrinth/gargoylegold_02.fmt.header,Tiny_4,9860981,227
art/models/terrain/doodads/labyrinth/gargoylegold_03.fmt,Art/Models/Terrain/Doodads/labyrinth_1,937287,74869
art/models/terrain/doodads/labyrinth/gargoylegold_03.fmt.header,Tiny_4,9861208,288
art/models/terrain/doodads/labyrinth/gargoylegold_04.fmt,Art/Models/Terrain/Doodads/labyrinth_1,1012156,74411
art/models/terrain/doodads/labyrinth/gargoylegold_04.fmt.header,Tiny_4,9861496,227
art/models/terrain/doodads/labyrinth/gargoylegold_plinth01.fmt,Art/Models/Terrain/Doodads/labyrinth_1,1086567,99643
art/models/terrain/doodads/labyrinth/gargoylegold_plinth01.fmt.header,Tiny_4,9861723,436
art/models/terrain/doodads/labyrinth/gargoylegold_plinth02.fmt,Art/Models/Terrain/Doodads/labyrinth_1,1186210,99691
