hash,file,bundle,offset,size
bd18800bd0a7ac76,plaintwotonequiverc.mat,Tiny_2,56986942,2386
29373f298e329c1d,plaintwotonequiver_normal_dxt5.dds,Art/Models/Items/Quivers/RikerRinQuivers/Textures,349700,349700
e9f74d8072880e96,plaintwotonequiver_normal_dxt5.dds.header,Tiny_2,56985422,1520
0d18aa3d7a772bbb,plaintwotonequiver_colour_dxt5.dds,Art/Models/Items/Quivers/RikerRinQuivers/Textures,0,349700
bb88016ca1876bb0,plaintwotonequiver_colour_dxt5.dds.header,Tiny_2,56983902,1520
