hash,file,bundle,offset,size
988a112b018a4423,main_rootc.mat,Tiny_7,17121446,5248
81759bd01f52eede,flare02_5x5.mat,Tiny_7,17119634,1812
aec1776168d73b5a,flare02_5x5.dds,Art/Microtransactions/spell/stygian_mines,188437,5592580
995bc828355d1d61,flare02_5x5.dds.header,Tiny_7,44093243,1520
