file,bundle,offset,size
../envoy/act_teleport_in.amd,Tiny_6,43812617,92
act_teleport_in.ast,Tiny_5,100416485,639
act_teleport_out.amd,Tiny_7,59486255,94
act_teleport_out.ast,Folders/art/particles/monster_particles/atlasofworlds_31,2847323,4114
rig_shield.amd,Tiny_5,100417124,206
rig_shield.ast,Tiny_5,100417330,725
rig_shield_be5b7ba5.smd,Tiny_6,60707153,72
rig_shield_be5b7ba5.smd.header,Tiny_6,92976802,448
shield.sm,Tiny_5,100418055,320
textures/blood_wisp.mat,Tiny_5,100418375,4590
distortion_gradiant.mat,Tiny_5,100422965,1074
flare02_5x5.mat,Tiny_5,100424039,2134
grad_1_3.mat,Tiny_5,100426173,1218
ground_bits.mat,Tiny_6,41882915,4034
light_gradient_white.mat,Tiny_5,100427391,1820
neuron_03_8x8.mat,Tiny_5,100429211,2738
plated_ring_add.mat,Tiny_6,79148202,1780
refraction.mat,Tiny_5,100431949,2244
ring_1_12.mat,Tiny_5,100434193,2788
ring_2_7.mat,Tiny_5,100436981,2280
shadow_trl.mat,Tiny_6,39847746,1150
sharp_trail.mat,Tiny_6,39848896,2276
shield_field.mat,Tiny_5,100439261,6314
smoke.mat,Tiny_5,100445575,3076
smoke_explode.mat,Tiny_5,100448651,3924
sparkling.mat,Tiny_6,54459245,1152
suck01_8x8.mat,Tiny_5,100452575,3464
../../explosion/mb/explosion.amd,Tiny_6,91671683,86
explosion.ast,Tiny_5,100456039,400
explosion.sm,Tiny_5,100456439,340
rig_13ee1706.smd,Tiny_5,100456779,72
rig_13ee1706.smd.header,Tiny_5,100456851,448
../textures/cosmic_splash.mat,Tiny_5,107796446,2226
flare_sparks.mat,Tiny_5,100457299,1574
grad_mars_flash.mat,Tiny_5,100458873,1394
grad_purple_flash.mat,Tiny_5,100460267,1502
mars_ring.mat,Tiny_5,108030548,2414
multi_wave02.mat,Tiny_5,100461769,4296
open_grad_core.mat,Tiny_5,100466065,1436
open_orb_bg.mat,Tiny_5,100467501,1666
pulses.mat,Tiny_5,100469167,2548
purple_grad_core.mat,Tiny_5,100471715,1440
scorch_mark1.mat,Tiny_6,38529846,2782
sparks.mat,Tiny_5,107412776,1146
sphere_cosmic.mat,Tiny_5,104869785,1322
sphere_cosmic_purple.mat,Tiny_5,100473155,2094
sphere_shockwave.mat,Tiny_5,100475249,2546
../../idle_relaxed_01/mb/bolt_large_04.fmt,Folders/art/particles/monster_particles/atlasofworlds_31,2851437,8231
bolt_large_04.fmt.header,Tiny_6,44727510,208
four_spiral.fmt,Folders/art/particles/monster_particles/atlasofworlds_31,2859668,16629
four_spiral.fmt.header,Tiny_5,100477795,208
grdvines.fmt,Folders/art/particles/monster_particles/atlasofworlds_31,2876297,201733
grdvines.fmt.header,Tiny_5,100478003,208
idlefx.amd,Tiny_5,100478211,98
idlefx.ast,Folders/art/particles/monster_particles/atlasofworlds_31,3078030,9185
straightup_vines.fmt,Folders/art/particles/monster_particles/atlasofworlds_31,3087215,201943
straightup_vines.fmt.header,Tiny_5,100478309,208
../textures/2ndpass.mat,Tiny_5,100478517,9830
air_shockwave.mat,Tiny_5,100488347,9818
air_shockwave_celestial.mat,Tiny_5,100498165,10758
