file,bundle,offset,size
spiritbasehelmetstr.sm,Tiny_2,35908613,688
spiritbasehelmetstr_718731f0.smd,Art/Models/Items/Armours/Helmets/Uniques_11,1244756,25990
spiritbasehelmetstr_718731f0.smd.header,Tiny_2,35909301,448
spiritbasehelmetstrdex.sm,Tiny_2,35909749,730
spiritbasehelmetstrdex_c92097fe.smd,Art/Models/Items/Armours/Helmets/Uniques_11,1444849,25692
spiritbasehelmetstrdex_c92097fe.smd.header,Tiny_2,35910479,448
spiritbasehelmetstrdexint.sm,Tiny_2,35910927,712
spiritbasehelmetstrdexint_ccf80e83.smd,Art/Models/Items/Armours/Helmets/Uniques_11,1369449,55160
spiritbasehelmetstrdexint_ccf80e83.smd.header,Tiny_2,35911639,448
spiritbasehelmetstrint.sm,Tiny_2,35912087,594
spiritbasehelmetstrint_a9cdaf22.smd,Art/Models/Items/Armours/Helmets/Uniques_11,1270746,20028
spiritbasehelmetstrint_a9cdaf22.smd.header,Tiny_2,35912681,448
textures/spiritbasehelmet_colour_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_47,,
spiritbasehelmet_colour_dxt5.dds.header,Tiny_2,35913129,840
spiritbasehelmet_glow_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_48,,
spiritbasehelmet_glow_dxt5.dds.header,Tiny_2,35913969,840
spiritbasehelmet_normal_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_49,,
spiritbasehelmet_normal_dxt5.dds.header,Tiny_2,35914809,840
spiritbasehelmetc.mat,Tiny_2,35915649,3736
../../spiritdrinkermask/rig.amd,Tiny_2,35950277,464
rig.ast,Tiny_2,35919385,2448
rig_0c1da8ee.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1568566,45056
rig_0c1da8ee.smd.header,Folders/art/models/items/armours/helmets/helmetstrint5,185912,4555
spiritdrinkermask.fmt,Art/Models/Items/Armours/Helmets/Uniques_70,1463485,52577
spiritdrinkermask.fmt.header,Tiny_2,35921833,232
spiritdrinkermaskdex.sm,Tiny_2,35922065,582
spiritdrinkermaskdex_6ac70cf6.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1516062,26198
spiritdrinkermaskdex_6ac70cf6.smd.header,Tiny_2,35922647,448
spiritdrinkermaskdexint.sm,Tiny_2,35923095,586
spiritdrinkermaskdexint_873de4f0.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1437275,26210
spiritdrinkermaskdexint_873de4f0.smd.header,Tiny_2,35923681,448
spiritdrinkermaskdrop.amd,Tiny_2,35924129,202
spiritdrinkermaskdrop.ast,Tiny_2,35924331,3625
spiritdrinkermaskdrop.sm,Tiny_2,35927956,594
spiritdrinkermaskdrop_2eac01fa.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1320196,90869
spiritdrinkermaskdrop_2eac01fa.smd.header,Folders/art/models/items/armours/helmets/helmetstrint5,190467,4603
spiritdrinkermaskfeathers.sm,Tiny_2,35928550,546
spiritdrinkermaskint.sm,Tiny_2,35929096,580
spiritdrinkermaskint_7805cd54.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1613622,26294
spiritdrinkermaskint_7805cd54.smd.header,Tiny_2,35929676,448
spiritdrinkermaskstr.sm,Tiny_2,35930124,578
spiritdrinkermaskstr_f246275f.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1293998,26198
spiritdrinkermaskstr_f246275f.smd.header,Tiny_2,35930702,448
spiritdrinkermaskstrdex.sm,Tiny_2,35931150,588
spiritdrinkermaskstrdex_321b3a8e.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1411065,26210
spiritdrinkermaskstrdex_321b3a8e.smd.header,Tiny_2,35931738,448
spiritdrinkermaskstrdexint.sm,Tiny_2,35932186,594
spiritdrinkermaskstrdexint_b54faea7.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1639916,26222
spiritdrinkermaskstrdexint_b54faea7.smd.header,Tiny_2,35932780,448
spiritdrinkermaskstrint.sm,Tiny_2,35933228,588
spiritdrinkermaskstrint_b9f993d0.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1542260,26306
spiritdrinkermaskstrint_b9f993d0.smd.header,Tiny_2,35933816,448
../spirituniquehelmet/spirituniquehelmet.fmt,Art/Models/Items/Armours/Helmets/Uniques_1,699360,45511
spirituniquehelmet.fmt.header,Tiny_2,35934264,225
spirituniquehelmetdex.sm,Tiny_2,35934489,698
spirituniquehelmetdexint.sm,Tiny_2,35935187,602
spirituniquehelmetdrop.amd,Tiny_2,35935789,204
spirituniquehelmetdrop.ast,Art/Models/Items/Armours/Helmets/Uniques_1,296549,19962
spirituniquehelmetdrop.sm,Tiny_2,35935993,612
spirituniquehelmetint.sm,Tiny_2,35936605,726
spirituniquehelmetstr.sm,Tiny_2,35937331,700
spirituniquehelmetstrdex.sm,Tiny_2,35938031,738
spirituniquehelmetstrdexint.sm,Tiny_2,35938769,730
spirituniquehelmetstrint.sm,Tiny_2,35939499,606
spritiuniquehelmetdex_0820af97.smd,Art/Models/Items/Armours/Helmets/Uniques_1,373652,64822
spritiuniquehelmetdex_0820af97.smd.header,Tiny_2,35940105,448
spritiuniquehelmetdexint_7f3f658f.smd,Art/Models/Items/Armours/Helmets/Uniques_1,580806,56842
spritiuniquehelmetdexint_7f3f658f.smd.header,Tiny_2,35940553,448
spritiuniquehelmetdrop_35b30706.smd,Art/Models/Items/Armours/Helmets/Uniques_1,316511,57141
spritiuniquehelmetdrop_35b30706.smd.header,Tiny_2,35941001,448
spritiuniquehelmetint_fc79b5bc.smd,Art/Models/Items/Armours/Helmets/Uniques_1,232559,63990
spritiuniquehelmetint_fc79b5bc.smd.header,Tiny_2,35941449,448
spritiuniquehelmetstr_9f9a272f.smd,Art/Models/Items/Armours/Helmets/Uniques_1,637648,61712
spritiuniquehelmetstr_9f9a272f.smd.header,Tiny_2,35941897,448
spritiuniquehelmetstrdex_021bdcb9.smd,Art/Models/Items/Armours/Helmets/Uniques_1,170181,62378
spritiuniquehelmetstrdex_021bdcb9.smd.header,Tiny_2,35942345,448
spritiuniquehelmetstrdexint_3fc6df19.smd,Art/Models/Items/Armours/Helmets/Uniques_1,495764,85042
spritiuniquehelmetstrdexint_3fc6df19.smd.header,Tiny_2,35942793,448
spritiuniquehelmetstrint_084e0602.smd,Art/Models/Items/Armours/Helmets/Uniques_1,438474,57290
spritiuniquehelmetstrint_084e0602.smd.header,Tiny_2,35943241,448
textures/spirituniquehood_colour_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_51,,
spirituniquehood_colour_dxt5.dds.header,Tiny_2,35943689,840
spirituniquehood_glow_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_52,,
spirituniquehood_glow_dxt5.dds.header,Tiny_2,35944529,840
spirituniquehood_normal_dxt5.dds,Art/Models/Items/Armours/Helmets/Uniques_53,,
spirituniquehood_normal_dxt5.dds.header,Tiny_2,35945369,840
spirituniquehoodc.mat,Tiny_2,35946209,4068
../../stitcheddemonmask/rig.amd,Tiny_2,35950277,464
rig.ast,Tiny_2,35950741,2676
rig_7ee345ed.smd,Art/Models/Items/Armours/Helmets/Uniques_74,788622,28788
rig_7ee345ed.smd.header,Tiny_2,35953417,2185
stitcheddemonhelmetmaskstr.sm,Tiny_2,35955602,582
stitcheddemonmask.fmt,Art/Models/Items/Armours/Helmets/Uniques_74,517272,59087
stitcheddemonmask.fmt.header,Tiny_2,35956184,232
stitcheddemonmaskdex_5d894ba1.smd,Art/Models/Items/Armours/Helmets/Uniques_74,761034,27588
stitcheddemonmaskdex_5d894ba1.smd.header,Tiny_2,35956416,448
stitcheddemonmaskdexint_6628a8aa.smd,Art/Models/Items/Armours/Helmets/Uniques_74,470008,47264
stitcheddemonmaskdexint_6628a8aa.smd.header,Tiny_2,35956864,448
stitcheddemonmaskdrop.amd,Tiny_2,35957312,202
stitcheddemonmaskdrop.ast,Tiny_2,35957514,3811
stitcheddemonmaskdrop.sm,Tiny_2,35961325,598
stitcheddemonmaskdrop_35d3060d.smd,Art/Models/Items/Armours/Helmets/Uniques_74,685109,75925
stitcheddemonmaskdrop_35d3060d.smd.header,Tiny_2,35961923,2223
stitcheddemonmaskfeathers.sm,Tiny_2,35964146,546
stitcheddemonmaskhelmetdex.sm,Tiny_2,35964692,580
stitcheddemonmaskhelmetdexint.sm,Tiny_2,35965272,586
stitcheddemonmaskhelmetint.sm,Tiny_2,35965858,580
stitcheddemonmaskhelmetstrdex.sm,Tiny_2,35966438,584
stitcheddemonmaskhelmetstrdexint.sm,Tiny_2,35967022,592
stitcheddemonmaskhelmetstrint.sm,Tiny_2,35967614,714
stitcheddemonmaskint_884c2948.smd,Art/Models/Items/Armours/Helmets/Uniques_74,375352,47252
stitcheddemonmaskint_884c2948.smd.header,Tiny_2,35968328,448
stitcheddemonmaskstr_45eca556.smd,Art/Models/Items/Armours/Helmets/Uniques_74,576359,47252
stitcheddemonmaskstr_45eca556.smd.header,Tiny_2,35968776,448
stitcheddemonmaskstrdex_dc18f05c.smd,Art/Models/Items/Armours/Helmets/Uniques_74,327960,47392
stitcheddemonmaskstrdex_dc18f05c.smd.header,Tiny_2,35969224,448
stitcheddemonmaskstrdexint_387c635b.smd,Art/Models/Items/Armours/Helmets/Uniques_74,422604,47404
stitcheddemonmaskstrdexint_387c635b.smd.header,Tiny_2,35969672,448
stitcheddemonmaskstrint_2a253375.smd,Art/Models/Items/Armours/Helmets/Uniques_74,623611,61498
stitcheddemonmaskstrint_2a253375.smd.header,Tiny_2,35970120,448
../synthesiscrown/synthesiscrown.fmt,Art/Models/Items/Armours/Helmets/Uniques_13,1237382,33843
synthesiscrown.fmt.header,Tiny_2,35970568,208
synthesiscrowndex.sm,Tiny_2,35970776,524
synthesiscrowndex_0a5c790f.smd,Art/Models/Items/Armours/Helmets/Uniques_13,1356827,42774
synthesiscrowndex_0a5c790f.smd.header,Tiny_2,35971300,448
synthesiscrowndexint.sm,Tiny_2,35971748,530
synthesiscrowndexint_b18d8635.smd,Art/Models/Items/Armours/Helmets/Uniques_13,1194590,42792
synthesiscrowndexint_b18d8635.smd.header,Tiny_2,35972278,448
synthesiscrownint.sm,Tiny_2,35972726,524
synthesiscrownint_ea81ad92.smd,Art/Models/Items/Armours/Helmets/Uniques_13,1485167,42774
synthesiscrownint_ea81ad92.smd.header,Tiny_2,35973250,448
synthesiscrownstr.sm,Tiny_2,35973698,522
synthesiscrownstr_186b9910.smd,Art/Models/Items/Armours/Helmets/Uniques_13,1399601,42774
synthesiscrownstr_186b9910.smd.header,Tiny_2,35974220,448
synthesiscrownstrdex.sm,Tiny_2,35974668,524
synthesiscrownstrdex_59ae65c8.smd,Art/Models/Items/Armours/Helmets/Uniques_13,1442375,42792
synthesiscrownstrdex_59ae65c8.smd.header,Tiny_2,35975192,448
synthesiscrownstrdexint.sm,Tiny_2,35975640,534
synthesiscrownstrdexint_f1f75893.smd,Art/Models/Items/Armours/Helmets/Uniques_13,1314017,42810
synthesiscrownstrdexint_f1f75893.smd.header,Tiny_2,35976174,448
synthesiscrownstrint.sm,Tiny_2,35976622,530
synthesiscrownstrint_cdd605f7.smd,Art/Models/Items/Armours/Helmets/Uniques_13,1271225,42792
synthesiscrownstrint_cdd605f7.smd.header,Tiny_2,35977152,448
../thebaron/thebaron.fmt,Art/Models/Items/Armours/Helmets/Uniques_70,972301,53359
thebaron.fmt.header,Tiny_2,35977600,208
thebarondex.sm,Tiny_2,35977808,492
thebarondex_d1894acb.smd,Art/Models/Items/Armours/Helmets/Uniques_70,905205,67096
thebarondex_d1894acb.smd.header,Tiny_2,35978300,448
thebarondexint.sm,Tiny_2,35978748,500
thebarondexint_05a41d79.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1159794,67038
thebarondexint_05a41d79.smd.header,Tiny_2,35979248,448
thebarondrop.amd,Tiny_2,35979696,202
thebarondrop.ast,Art/Models/Items/Armours/Helmets/Uniques_70,688367,14685
thebarondrop.sm,Tiny_2,35979898,484
thebarondrop_fb78e68b.smd,Art/Models/Items/Armours/Helmets/Uniques_70,703052,67885
thebarondrop_fb78e68b.smd.header,Tiny_2,35980382,448
thebaronint.sm,Tiny_2,35980830,490
thebaronint_dd39cdca.smd,Art/Models/Items/Armours/Helmets/Uniques_70,838173,67032
thebaronint_dd39cdca.smd.header,Tiny_2,35981320,448
thebaronstr.sm,Tiny_2,35981768,490
thebaronstr_969ab496.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1025660,67032
thebaronstr_969ab496.smd.header,Tiny_2,35982258,448
thebaronstrdex.sm,Tiny_2,35982706,498
thebaronstrdex_bb40e297.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1226832,67166
thebaronstrdex_bb40e297.smd.header,Tiny_2,35983204,448
thebaronstrdexint.sm,Tiny_2,35983652,502
thebaronstrdexint_51977312.smd,Art/Models/Items/Armours/Helmets/Uniques_70,770937,67236
thebaronstrdexint_51977312.smd.header,Tiny_2,35984154,448
thebaronstrint.sm,Tiny_2,35984602,498
thebaronstrint_71cbc581.smd,Art/Models/Items/Armours/Helmets/Uniques_70,1092692,67102
thebaronstrint_71cbc581.smd.header,Tiny_2,35985100,448
../thebrokencrown/thebrokencrown.amd,Tiny_2,35985548,198
thebrokencrown.ast,Tiny_2,35985746,1360
thebrokencrown.fmt,Art/Models/Items/Armours/Helmets/Uniques_5,1884252,11649
thebrokencrown.fmt.header,Tiny_2,35987106,214
thebrokencrown.sm,Tiny_2,35987320,516
thebrokencrowndex.sm,Tiny_2,35987836,630
thebrokencrowndex_ed39f121.smd,Art/Models/Items/Armours/Helmets/Uniques_5,1895901,22204
thebrokencrowndex_ed39f121.smd.header,Tiny_2,35988466,448
thebrokencrowndexint.sm,Tiny_2,35988914,538
thebrokencrowndexint_9add027b.smd,Art/Models/Items/Armours/Helmets/Uniques_5,1849496,14410
