file,bundle,offset,size
/art/mastereffects.amd,Tiny_1,9015628,98
mastereffects.ast,Tiny_1,9015726,1172
scrolling_blue_hotmetal.dds,Art,,
scrolling_blue_hotmetal.dds.header,Tiny_6,93555955,1520
scrolling_blue_hotmetal.mat,Tiny_6,93557475,848
scrolling_hotmetal.dds,Folders/art/particles/monster_particles/act3_3,230424,5636
scrolling_hotmetal.dds.header,Tiny_7,58362210,1520
scrolling_hotmetal.mat,Tiny_6,93558323,818
scrolling_hotmetalc.mat,Tiny_6,93559141,1688
templarchest03tutorial.amd,Tiny_1,77766087,88
templarchest03tutorial.ast,Tiny_6,93560829,1538
templarchest03tutorial.sm,Tiny_6,93562367,500
templarchests03tutorial_model_28a80a05.smd,Art/Models/Chests/TemplarCourtChests_1,,
templarchests03tutorial_model_28a80a05.smd.header,Tiny_1,77781674,448
uidivinationimages.txt,Folders/art,0,132472
uiimages1.txt,Folders/art,132472,5233178
uips4.txt,Tiny_7,59490792,720
uishopimages.txt,Folders/art,5365650,1019772
uixbox.txt,Tiny_7,59491512,736
2dart/atlas/atlas.dds,Art/2DArt/Atlas,,
atlas.dds.header,Tiny,0,904
atlasblank.dds,Art/2DArt/Atlas_1,,
atlasblank.dds.header,Tiny,904,904
atlascompletelyblank.dds,Art/2DArt/Atlas_3,,
atlascompletelyblank.dds.header,Tiny,1808,904
atlasglowline.dds,Tiny,2712,420
atlasglowline.dds.header,Tiny,3132,664
atlasouteornamentsmask.dds,Art/2DArt/Atlas_2,,
atlasouteornamentsmask.dds.header,Tiny,3796,904
line.dds,Tiny,4700,220
line.dds.header,Tiny,4920,248
line_backgroundfill.dds,Tiny,5168,420
line_backgroundfill.dds.header,Tiny,5588,664
maptest.dds,Tiny,6252,1708
maptest.dds.header,Tiny,7960,3220
pantheonsign.dds,Tiny,11180,628
pantheonsign.dds.header,Tiny,11808,1036
regionmasks/atlasregion_bottomleft.dds,Art/2DArt/Atlas/RegionMasks,0,393436
atlasregion_bottomleft.dds.header,Tiny,12844,904
atlasregion_bottomright.dds,Art/2DArt/Atlas/RegionMasks,393436,393436
atlasregion_bottomright.dds.header,Tiny,13748,904
atlasregion_insidebottomleft.dds,Art/2DArt/Atlas/RegionMasks,786872,393436
atlasregion_insidebottomleft.dds.header,Tiny,14652,904
atlasregion_insidebottomright.dds,Art/2DArt/Atlas/RegionMasks,1180308,393436
atlasregion_insidebottomright.dds.header,Tiny,15556,904
atlasregion_insidetopleft.dds,Art/2DArt/Atlas/RegionMasks,1573744,393436
atlasregion_insidetopleft.dds.header,Tiny,16460,904
atlasregion_insidetopright.dds,Art/2DArt/Atlas/RegionMasks,1967180,393436
atlasregion_insidetopright.dds.header,Tiny,17364,904
atlasregion_outsidebottomleft.dds,Art/2DArt/Atlas/RegionMasks,2360616,393436
atlasregion_outsidebottomleft.dds.header,Tiny,18268,904
atlasregion_outsidebottomright.dds,Art/2DArt/Atlas/RegionMasks,2754052,393436
atlasregion_outsidebottomright.dds.header,Tiny,19172,904
atlasregion_outsidetopleft.dds,Art/2DArt/Atlas/RegionMasks,3147488,393436
atlasregion_outsidetopleft.dds.header,Tiny,20076,904
atlasregion_outsidetopright.dds,Art/2DArt/Atlas/RegionMasks,3540924,393436
atlasregion_outsidetopright.dds.header,Tiny,20980,904
atlasregion_topleft.dds,Art/2DArt/Atlas/RegionMasks,3934360,393436
atlasregion_topleft.dds.header,Tiny,21884,904
atlasregion_topright.dds,Art/2DArt/Atlas/RegionMasks,4327796,393436
atlasregion_topright.dds.header,Tiny,22788,904
../../baseclassillustrations/assassinascendency.dds,Art/2DArt/BaseClassIllustrations,,
assassinascendency.dds.header,Tiny,23692,2536
beserkerascendency.dds,Art/2DArt/BaseClassIllustrations_1,,
beserkerascendency.dds.header,Tiny,26228,2440
championascendency.dds,Art/2DArt/BaseClassIllustrations_2,,
championascendency.dds.header,Tiny,28668,1924
chieftainascendency.dds,Art/2DArt/BaseClassIllustrations_3,,
chieftainascendency.dds.header,Tiny,30592,2440
deadeyeascendency.dds,Art/2DArt/BaseClassIllustrations_4,,
deadeyeascendency.dds.header,Tiny,33032,2784
dex.dds,Art/2DArt/BaseClassIllustrations_5,,
dex.dds.header,Tiny,35816,2016
dexint.dds,Art/2DArt/BaseClassIllustrations_6,,
dexint.dds.header,Tiny,37832,2440
elementalistascendency.dds,Art/2DArt/BaseClassIllustrations_7,,
elementalistascendency.dds.header,Tiny,40272,2648
gladiatorascendency.dds,Art/2DArt/BaseClassIllustrations_8,,
gladiatorascendency.dds.header,Tiny,42920,1924
guardianascendency.dds,Art/2DArt/BaseClassIllustrations_9,,
guardianascendency.dds.header,Tiny,44844,3404
hierophantascendency.dds,Art/2DArt/BaseClassIllustrations_10,,
hierophantascendency.dds.header,Tiny,48248,3404
inquisitorascendency.dds,Art/2DArt/BaseClassIllustrations_11,,
inquisitorascendency.dds.header,Tiny,51652,3404
int.dds,Art/2DArt/BaseClassIllustrations_12,,
int.dds.header,Tiny,55056,1936
juggernaughtascendency.dds,Art/2DArt/BaseClassIllustrations_13,,
juggernaughtascendency.dds.header,Tiny,56992,2440
necromancerascendency.dds,Art/2DArt/BaseClassIllustrations_14,,
necromancerascendency.dds.header,Tiny,59432,2648
occultistascendency.dds,Art/2DArt/BaseClassIllustrations_15,,
occultistascendency.dds.header,Tiny,62080,2648
pathfinderascendency.dds,Art/2DArt/BaseClassIllustrations_16,,
pathfinderascendency.dds.header,Tiny,64728,2784
raiderascendency.dds,Folders/art/2dart/baseclassillustrations,,
raiderascendency.dds.header,Tiny,67512,2784
saboteurascendency.dds,Art/2DArt/BaseClassIllustrations_18,,
saboteurascendency.dds.header,Tiny,70296,2536
slayerascendency.dds,Art/2DArt/BaseClassIllustrations_19,,
slayerascendency.dds.header,Tiny,72832,1924
str.dds,Art/2DArt/BaseClassIllustrations_20,,
str.dds.header,Tiny,74756,2704
strdex.dds,Art/2DArt/BaseClassIllustrations_21,,
strdex.dds.header,Tiny,77460,2648
strint.dds,Art/2DArt/BaseClassIllustrations_22,,
strint.dds.header,Tiny,80108,2236
tricksterascendency.dds,Art/2DArt/BaseClassIllustrations_23,,
tricksterascendency.dds.header,Tiny,82344,2536
../breach/edge.dds,Folders/art/2dart/breach,0,87556
edge.dds.header,Tiny,84880,1520
edge.mat,Tiny,86400,812
edge2.dds,Art/2DArt/Breach,,
edge2.dds.header,Tiny,87212,1520
edge2.mat,Tiny,88732,818
../bufficons/absorptioncharge.dds,Tiny,1345886,2892
absorptioncharge.dds.header,Tiny,1348778,1520
abyssshadowform.dds,Tiny,1350298,2892
abyssshadowform.dds.header,Tiny,1353190,1520
adaptationflaskbuff.dds,Tiny,1354710,2892
adaptationflaskbuff.dds.header,Tiny,1357602,1520
afflictioncharge.dds,Tiny,1359122,2892
afflictioncharge.dds.header,Tiny,1362014,1520
afflictionincreaseddamagetakendebuff.dds,Tiny,1363534,2892
afflictionincreaseddamagetakendebuff.dds.header,Tiny,1366426,1520
afflictionreducedflaskeffectdebuff.dds,Tiny,1367946,2892
afflictionreducedflaskeffectdebuff.dds.header,Tiny,1370838,1520
afflictionreducedrecoverydebuff.dds,Tiny,1372358,2892
afflictionreducedrecoverydebuff.dds.header,Tiny,1375250,1520
afflictionsloweractionspeeddebuff.dds,Tiny,1376770,2892
afflictionsloweractionspeeddebuff.dds.header,Tiny,1379662,1520
ailmentflaskbuff.dds,Tiny,1381182,2892
ailmentflaskbuff.dds.header,Tiny,1384074,1520
alchemistsgenius.dds,Tiny,1385594,2892
alchemistsgenius.dds.header,Tiny,1388486,1520
amethystflaskbuff.dds,Tiny,1390006,2892
amethystflaskbuff.dds.header,Tiny,1392898,1520
antistunflaskbuff.dds,Tiny,1394418,2892
antistunflaskbuff.dds.header,Tiny,1397310,1520
aquamarineflaskbuff.dds,Tiny,1398830,2892
aquamarineflaskbuff.dds.header,Tiny,1401722,1520
arcanesurge.dds,Tiny,1403242,2892
arcanesurge.dds.header,Tiny,1406134,1520
arctrap.dds,Tiny,1407654,2892
arctrap.dds.header,Tiny,1410546,1520
armageddonbrand.dds,Tiny,6314734,2892
armageddonbrand.dds.header,Tiny,6317626,1520
armourandevasionbannerbuff.dds,Tiny,1412066,2892
armourandevasionbannerbuff.dds.header,Tiny,1414958,1520
ashbarktinturebuff.dds,Tiny,1622610,2892
ashbarktinturebuff.dds.header,Tiny,1625502,1520
assassinsmark.dds,Tiny,1627022,2892
assassinsmark.dds.header,Tiny,1629914,1520
attackspeedtincturebuff.dds,Tiny,1631434,2892
attackspeedtincturebuff.dds.header,Tiny,1634326,1520
atzirishrinebuff.dds,Tiny,1635846,2892
atzirishrinebuff.dds.header,Tiny,1638738,1520
atzirispromiseflaskbuff.dds,Tiny,1640258,2892
atzirispromiseflaskbuff.dds.header,Tiny,1643150,1520
avianbuff1.dds,Tiny,1644670,2892
avianbuff1.dds.header,Tiny,1647562,1520
avianbuff2.dds,Tiny,1649082,2892
avianbuff2.dds.header,Tiny,1651974,1520
azmerialtarbat.dds,Tiny,1653494,2892
azmerialtarbat.dds.header,Tiny,1656386,1520
azmerialtarbear.dds,Tiny,1657906,2892
azmerialtarbear.dds.header,Tiny,1660798,1520
azmerialtarcat.dds,Tiny,1662318,2892
azmerialtarcat.dds.header,Tiny,1665210,1520
azmerialtarcrow.dds,Tiny,1666730,2892
azmerialtarcrow.dds.header,Tiny,1669622,1520
azmerialtardeer.dds,Tiny,1671142,2892
azmerialtardeer.dds.header,Tiny,1674034,1520
azmerialtarlemur.dds,Tiny,1675554,2892
azmerialtarlemur.dds.header,Tiny,1678446,1520
azmerialtarrabbit.dds,Tiny,1679966,2892
azmerialtarrabbit.dds.header,Tiny,1682858,1520
azmerialtarraccoon.dds,Tiny,1684378,2892
azmerialtarraccoon.dds.header,Tiny,1687270,1520
azmerialtarrat.dds,Tiny,1688790,2892
azmerialtarrat.dds.header,Tiny,1691682,1520
azmerialtartoad.dds,Tiny,1693202,2892
azmerialtartoad.dds.header,Tiny,1696094,1520
azmerieffigybuff.dds,Tiny,1697614,2892
