file,bundle,offset,size
/art/uidivinationimages.txt,Folders/art,0,128984
uiimages1.txt,Folders/art,128984,6596622
uips4.txt,Tiny.V2,33713442,796
uishopimages.txt,Folders/art,6725606,971282
uixbox.txt,Tiny.V7,34082002,812
2dart/atlas/atlas.dds,Streaming/Folders/art/2dart/03/atlas,,
atlas.dds.header,Tiny.V0,0,904
atlas_poem.dds,Streaming/Folders/art/2dart/D8/atlas,,
atlas_poem.dds.header,Tiny.V1,0,904
atlasblank.dds,Streaming/Folders/art/2dart/33/atlas,,
atlasblank.dds.header,Tiny.VD,0,904
atlasblank_poem.dds,Streaming/Folders/art/2dart/8A/atlas,,
atlasblank_poem.dds.header,Tiny.VA,0,904
atlasblankfog.dds,Streaming/Folders/art/2dart/58/atlas,,
atlasblankfog.dds.header,Tiny.VE,0,904
atlasblankfog_poem.dds,Streaming/Folders/art/2dart/E1/atlas,,
atlasblankfog_poem.dds.header,Tiny.V9,0,904
atlascompletelyblank.dds,Streaming/Folders/art/2dart/7F/atlas,,
atlascompletelyblank.dds.header,Tiny.V9,904,904
atlascompletelyblank_poem.dds,Streaming/Folders/art/2dart/EB/atlas,,
atlascompletelyblank_poem.dds.header,Tiny.V2,0,904
atlasglowline.dds,Tiny.V8,0,420
atlasglowline.dds.header,Tiny.VB,0,2200
atlasouteornamentsmask.dds,Streaming/Folders/art/2dart/decay.1,988256,6291676
atlasouteornamentsmask.dds.header,Tiny.V5,0,904
atlasouteornamentsmask_poem.dds,Streaming/Folders/art/2dart/AB/tentacles,1860544,6291676
atlasouteornamentsmask_poem.dds.header,Tiny.V6,0,904
line.dds,Tiny.V5,904,220
line.dds.header,Tiny.V6,904,504
line_backgroundfill.dds,Tiny.V5,1124,420
line_backgroundfill.dds.header,Tiny.VE,904,2200
maptest.dds,Tiny.V6,1408,1708
maptest.dds.header,Tiny.V1,904,3220
pantheonsign.dds,Tiny.VD,904,628
pantheonsign.dds.header,Tiny.VE,3104,3724
regionmasks/atlasregion_bottomleft.dds,Streaming/Folders/art/2dart/skillicons,2876508,393436
atlasregion_bottomleft.dds.header,Tiny.VA,904,904
atlasregion_bottomright.dds,Streaming/Folders/art/2dart/skillicons,3269944,393436
atlasregion_bottomright.dds.header,Tiny.VA,1808,904
atlasregion_insidebottomleft.dds,Streaming/Folders/art/2dart/skillicons,3663380,393436
atlasregion_insidebottomleft.dds.header,Tiny.VD,1532,904
atlasregion_insidebottomright.dds,Streaming/Folders/art/2dart/skillicons,4056816,393436
atlasregion_insidebottomright.dds.header,Tiny.VF,0,904
atlasregion_insidetopleft.dds,Streaming/Folders/art/2dart/skillicons,4450252,393436
atlasregion_insidetopleft.dds.header,Tiny.V7,0,904
atlasregion_insidetopright.dds,Streaming/Folders/art/2dart/skillicons,4843688,393436
atlasregion_insidetopright.dds.header,Tiny.VB,2200,904
atlasregion_outsidebottomleft.dds,Streaming/Folders/art/2dart/skillicons,5237124,393436
atlasregion_outsidebottomleft.dds.header,Tiny.V9,1808,904
atlasregion_outsidebottomright.dds,Streaming/Folders/art/2dart/skillicons,5630560,393436
atlasregion_outsidebottomright.dds.header,Tiny.V2,904,904
atlasregion_outsidetopleft.dds,Streaming/Folders/art/2dart/skillicons,6023996,393436
atlasregion_outsidetopleft.dds.header,Tiny.V2,1808,904
atlasregion_outsidetopright.dds,Streaming/Folders/art/2dart/skillicons,6417432,393436
atlasregion_outsidetopright.dds.header,Tiny.V0,904,904
atlasregion_topleft.dds,Streaming/Folders/art/2dart/skillicons,6810868,393436
atlasregion_topleft.dds.header,Tiny.V0,1808,904
atlasregion_topright.dds,Streaming/Folders/art/2dart/skillicons,7204304,393436
atlasregion_topright.dds.header,Tiny.VB,3104,904
../../baseclassillustrations/acolyteofchayulaascendancy.dds,Streaming/Folders/art/2dart/23/baseclassillustrations,,
acolyteofchayulaascendancy.dds.header,Tiny.V6,3116,2876
assassinascendency.dds,Streaming/Folders/art/2dart/E9/baseclassillustrations,,
assassinascendency.dds.header,Tiny.V7,904,2536
beserkerascendency.dds,Streaming/Folders/art/2dart/8D/baseclassillustrations,,
beserkerascendency.dds.header,Tiny.V5,1544,2440
bloodmageascendancy.dds,Streaming/Folders/art/2dart/D6/baseclassillustrations,,
bloodmageascendancy.dds.header,Tiny.V5,3984,2876
championascendency.dds,Streaming/Folders/art/2dart/32/baseclassillustrations,,
championascendency.dds.header,Tiny.V0,2712,1924
chieftainascendency.dds,Streaming/Folders/art/2dart/32/baseclassillustrations.1,,
chieftainascendency.dds.header,Tiny.V3,0,2440
chronomancerascendancy.dds,Streaming/Folders/art/2dart/3D/baseclassillustrations,,
chronomancerascendancy.dds.header,Tiny.V5,6860,2876
deadeyeascendancy.dds,Streaming/Folders/art/2dart/4E/baseclassillustrations,,
deadeyeascendancy.dds.header,Tiny.V0,4636,2876
deadeyeascendency.dds,Streaming/Folders/art/2dart/13/baseclassillustrations,,
deadeyeascendency.dds.header,Tiny.V8,420,2784
dex.dds,Streaming/Folders/art/2dart/EB/baseclassillustrations,,
dex.dds.header,Tiny.V0,7512,2016
dexint.dds,Streaming/Folders/art/2dart/D8/baseclassillustrations,,
dexint.dds.header,Tiny.V5,9736,2440
druidbaseillustration.dds,Streaming/Folders/art/2dart/D3/baseclassillustrations,,
druidbaseillustration.dds.header,Tiny.VB,4008,2876
duelistbaseillustration.dds,Streaming/Folders/art/2dart/4A/baseclassillustrations,,
duelistbaseillustration.dds.header,Tiny.VB,4008,2876
elementalistascendency.dds,Streaming/Folders/art/2dart/F4/baseclassillustrations,,
elementalistascendency.dds.header,Tiny.V2,2712,2648
gemlingascendancy.dds,Streaming/Folders/art/2dart/56/baseclassillustrations,,
gemlingascendancy.dds.header,Tiny.V5,12176,2876
gladiatorascendency.dds,Streaming/Folders/art/2dart/D7/baseclassillustrations,,
gladiatorascendency.dds.header,Tiny.V8,3204,1924
guardianascendency.dds,Streaming/Folders/art/2dart/81/baseclassillustrations,,
guardianascendency.dds.header,Tiny.V2,5360,3404
hierophantascendency.dds,Streaming/Folders/art/2dart/E1/baseclassillustrations,,
hierophantascendency.dds.header,Tiny.V9,2712,3404
huntressbaseillustration.dds,Streaming/Folders/art/2dart/15/baseclassillustrations,,
huntressbaseillustration.dds.header,Tiny.VB,4008,2876
infernalistascendancy.dds,Streaming/Folders/art/2dart/98/baseclassillustrations,,
infernalistascendancy.dds.header,Tiny.VA,2712,2876
inquisitorascendency.dds,Streaming/Folders/art/2dart/70/baseclassillustrations,,
inquisitorascendency.dds.header,Tiny.VC,0,3404
int.dds,Streaming/Folders/art/2dart/1C/baseclassillustrations,,
int.dds.header,Tiny.V8,5128,1936
invokerascendancy.dds,Streaming/Folders/art/2dart/C0/baseclassillustrations,,
invokerascendancy.dds.header,Tiny.VA,5588,2876
juggernaughtascendency.dds,Streaming/Folders/art/2dart/29/baseclassillustrations,,
juggernaughtascendency.dds.header,Tiny.V7,3440,2440
marauderbaseillustration.dds,Streaming/Folders/art/2dart/94/baseclassillustrations,,
marauderbaseillustration.dds.header,Tiny.VB,4008,2876
mercenarybaseillustration.dds,Streaming/Folders/art/2dart/07/baseclassillustrations,,
mercenarybaseillustration.dds.header,Tiny.V5,15052,2876
monkbaseillustration.dds,Streaming/Folders/art/2dart/B6/baseclassillustrations,,
monkbaseillustration.dds.header,Tiny.VF,904,2876
necromancerascendency.dds,Streaming/Folders/art/2dart/A8/baseclassillustrations,,
necromancerascendency.dds.header,Tiny.V1,4124,2648
occultistascendency.dds,Streaming/Folders/art/2dart/F6/baseclassillustrations,,
occultistascendency.dds.header,Tiny.V5,17928,2648
pathfinderascendancy.dds,Streaming/Folders/art/2dart/EF/baseclassillustrations,,
pathfinderascendancy.dds.header,Tiny.VF,3780,2876
pathfinderascendency.dds,Streaming/Folders/art/2dart/47/baseclassillustrations,,
pathfinderascendency.dds.header,Tiny.V0,9528,2784
raiderascendency.dds,Streaming/Folders/art/2dart/52/baseclassillustrations,,
raiderascendency.dds.header,Tiny.VF,6656,2784
rangerbaseillustration.dds,Streaming/Folders/art/2dart/43/baseclassillustrations,,
rangerbaseillustration.dds.header,Tiny.V2,8764,2876
saboteurascendency.dds,Streaming/Folders/art/2dart/7D/baseclassillustrations,,
saboteurascendency.dds.header,Tiny.VC,3404,2536
shadowbaseillustration.dds,Streaming/Folders/art/2dart/C0/baseclassillustrations.1,,
shadowbaseillustration.dds.header,Tiny.VB,4008,2876
slayerascendency.dds,Streaming/Folders/art/2dart/DD/baseclassillustrations,,
slayerascendency.dds.header,Tiny.V5,20576,1924
sorceressbaseillustration.dds,Streaming/Folders/art/2dart/C9/baseclassillustrations,,
sorceressbaseillustration.dds.header,Tiny.V2,11640,2876
stormcallerascendancy.dds,Streaming/Folders/art/2dart/0D/baseclassillustrations,,
stormcallerascendancy.dds.header,Tiny.VC,5940,2876
stormcallerascendency.dds,Streaming/Folders/art/2dart/8C/baseclassillustrations,,
stormcallerascendency.dds.header,Tiny.VB,4008,2876
str.dds,Streaming/Folders/art/2dart/09/baseclassillustrations,,
str.dds.header,Tiny.V6,5992,2704
strdex.dds,Streaming/Folders/art/2dart/1F/baseclassillustrations,,
strdex.dds.header,Tiny.V5,22500,2648
strint.dds,Streaming/Folders/art/2dart/3C/baseclassillustrations,,
strint.dds.header,Tiny.VB,6884,2236
templarbaseillustration.dds,Streaming/Folders/art/2dart/A7/baseclassillustrations,,
templarbaseillustration.dds.header,Tiny.VB,4008,2876
titanascendancy.dds,Streaming/Folders/art/2dart/A7/baseclassillustrations.1,,
titanascendancy.dds.header,Tiny.V3,2440,2876
tricksterascendency.dds,Streaming/Folders/art/2dart/B4/baseclassillustrations,,
tricksterascendency.dds.header,Tiny.VB,9120,2536
warbringerascendancy.dds,Streaming/Folders/art/2dart/E8/baseclassillustrations,,
warbringerascendancy.dds.header,Tiny.V1,6772,2876
warriorbaseillustration.dds,Streaming/Folders/art/2dart/0C/baseclassillustrations,,
warriorbaseillustration.dds.header,Tiny.V8,7064,2876
witchbaseillustration.dds,Streaming/Folders/art/2dart/83/baseclassillustrations,,
witchbaseillustration.dds.header,Tiny.VD,2436,2876
witchhunterascendancy.dds,Streaming/Folders/art/2dart/4B/baseclassillustrations,,
witchhunterascendancy.dds.header,Tiny.V6,8696,2876
../breach/edge.dds,Streaming/Folders/art/2dart/breach,0,87556
edge.dds.header,Tiny.VF,9440,1520
edge.mat,Tiny.VB,11656,812
edge2.dds,Streaming/Folders/art/2dart/breach,87556,87556
edge2.dds.header,Tiny.V8,9940,1520
edge2.mat,Tiny.VB,12468,818
../bufficons/absorptioncharge.dds,Tiny.V9,92388,2892
absorptioncharge.dds.header,Tiny.V3,99676,1520
abyssshadowform.dds,Tiny.V6,76276,2892
abyssshadowform.dds.header,Tiny.V6,79168,1520
adaptationflaskbuff.dds,Tiny.VF,110712,2892
adaptationflaskbuff.dds.header,Tiny.VA,78560,1520
