file,bundle,offset,size
betrayaljobs.datc64,Tiny.VA,34273540,1334
betrayalranks.datc64,Tiny.V6,34221311,546
betrayalrelationshipstate.datc64,Tiny.V6,34221857,176
betrayaltargets.datc64,Folders/data/A2/traditional chinese.datc64,504879,9632
betrayaltraitorrewards.datc64,Folders/data/27/thai.datc64,551361,21172
betrayalupgrades.datc64,Folders/data/D7/traditional chinese.datc64,2146375,20046
bindablevirtualkeys.datc64,Tiny.VD,33928426,2972
blightcraftingitems.datc64,Tiny.VF,34170937,838
blighttowers.datc64,Folders/data/D7/traditional chinese.datc64,2166421,20283
buffdefinitions.datc64,Folders/data/16/traditional chinese.datc64,22542,1360164
buffvisuals.datc64,Folders/data/16/traditional chinese.datc64,1476137,1033174
charactercreationicons.datc64,Folders/data/53/traditional chinese.datc64,613769,9346
characterpaneldescriptionmodes.datc64,Tiny.V5,33799214,1334
characterpanelstats.datc64,Folders/data/0F/traditional chinese.datc64,1845440,181492
characterpaneltabs.datc64,Tiny.VB,34118175,3022
characters.datc64,Folders/data/4F/thai.datc64,234430,25726
characterstartstates.datc64,Folders/data/98/traditional chinese.datc64,1406684,75516
charactertextaudio.datc64,Folders/data/70/traditional chinese.datc64,35832,2218120
chests.datc64,Folders/data/D9/spanish.datc64,2850664,1135878
clientstrings.datc64,Folders/data/19/russian.datc64,,
clientstrings2.datc64,Tiny.VC,34058130,2596
combatuiprompts.datc64,Tiny.V2,33890377,696
commands.datc64,Folders/data/28/traditional chinese.datc64,753190,9184
completionnotifications.datc64,Tiny.V4,34876994,1240
costtypes.datc64,Tiny.V8,33814375,1417
craftingbenchoptions.datc64,Folders/data/88/traditional chinese.datc64,362464,51738
craftingbenchunlockcategories.datc64,Folders/data/4F/thai.datc64,260156,40544
craftingitemclasscategories.datc64,Tiny.V0,34730063,2148
currencyexchangecategories.datc64,Tiny.V3,33885451,2568
currencyitems.datc64,Folders/data/77/thai.datc64,19074,361466
delvebiomes.datc64,Tiny.V8,33769333,12
delvecraftingmodifierdescriptions.datc64,Folders/data/42/thai.datc64,410741,8054
delvecraftingtags.datc64,Tiny.VB,34121197,724
delvefeatures.datc64,Folders/data/9A/traditional chinese.datc64,542485,62930
dronetypes.datc64,Tiny.V4,34878234,1250
endgamemapcontent.datc64,Tiny.VA,34274874,3104
endgamemaps.datc64,Folders/data/73/traditional chinese.datc64,2267159,23372
expeditiondeals.datc64,Folders/data/3E/traditional chinese.datc64,427235,4380
expeditionfactions.datc64,Tiny.V8,33815792,1796
expeditionrelics.datc64,Tiny.V1,33634104,1594
flavourtext.datc64,Folders/data/5E/traditional chinese.datc64,603879,668918
fragmentstashtablayout.datc64,Folders/data/5A/traditional chinese.datc64,2911918,33778
gamepadbutton.datc64,Tiny.V6,34222033,2330
gamepadbuttonbindaction.datc64,Folders/data/3E/traditional chinese.datc64,331300,6550
gemeffects.datc64,Folders/data/A2/traditional chinese.datc64,33778,201952
gemtags.datc64,Folders/data/3E/traditional chinese.datc64,414339,6976
genericleaguerewardtypevisuals.datc64,Folders/data/56/thai.datc64,39738,5558
grantedeffectlabels.datc64,Folders/data/88/traditional chinese.datc64,492032,6410
harvestcraftfilters.datc64,Tiny.V2,33891073,564
harvestcraftoptions.datc64,Folders/data/56/thai.datc64,45296,54130
heistchestrewardtypes.datc64,Tiny.V8,33769333,12
heistjobs.datc64,Folders/data/73/traditional chinese.datc64,2290531,7674
heistobjectives.datc64,Tiny.V5,33800548,2954
heistobjectivevaluedescriptions.datc64,Tiny.V2,33891637,196
heistquestcontracts.datc64,Tiny.V8,33769333,12
hellscapepassives.datc64,Folders/data/3E/traditional chinese.datc64,2606057,7106
hideoutdoodadcategory.datc64,Folders/data/65/traditional chinese.datc64,522234,7322
hideoutdoodadtags.datc64,Tiny.V2,33891833,2954
hideouts.datc64,Folders/data/95/traditional chinese.datc64,776845,20145
incubators.datc64,Folders/data/3E/traditional chinese.datc64,337850,4098
incursionrooms.datc64,Tiny.V8,33769333,12
indexablesupportgems.datc64,Tiny.V8,33769333,12
itemclasscategories.datc64,Folders/data/55/spanish.datc64,3543019,6238
itemclasses.datc64,Folders/data/BA/traditional chinese.datc64,486871,25546
keywordpopups.datc64,Folders/data/65/traditional chinese.datc64,10544,177668
kioskmodecharactertutorials.datc64,Folders/data/20/traditional chinese.datc64,831862,20546
leagueinfo.datc64,Folders/data/51/russian.datc64,0,336984
mapconnections.datc64,Folders/data/DA/traditional chinese.datc64,44860,17476
mappins.datc64,Folders/data/77/thai.datc64,2001760,252577
mapseries.datc64,Folders/data/3E/traditional chinese.datc64,517693,9932
mapstashspecialtypeentries.datc64,Tiny.V2,33894787,2570
memorylinetype.datc64,Folders/data/42/thai.datc64,418795,4570
microtransactioncategory.datc64,Tiny.V9,34526470,1638
microtransactionskillgemeffectslottypes.datc64,Tiny.V8,33817588,188
microtransactionslot.datc64,Folders/data/5A/traditional chinese.datc64,3348156,6630
microtransactionslotadditionaldefaultoptions.datc64,Tiny.V7,34237992,456
minimapicons.datc64,Folders/data/B6/traditional chinese.datc64,329858,72525
mobilecharactercreation.datc64,Tiny.V4,34863424,1056
mobileskillgemlayout.datc64,Tiny.VE,34087370,1598
mobileskillgemlayoutpages.datc64,Tiny.V5,33788173,596
mobiletutorial.datc64,Folders/data/D7/traditional chinese.datc64,168959,12356
mods.datc64,Folders/data/57/russian.datc64,,
monstervarieties.datc64,Folders/data/93/russian.datc64,0,2851922
mousecursorsizesettings.datc64,Tiny.V0,34732211,174
