file,bundle,offset,size
smallwhare_xmmmw_01_c2r2.tgm.header,Tiny.V5,13931343,424
smallwhare_xmmmw_01_c2r3.tgm,Tiny.V3,13948616,265
smallwhare_xmmmw_01_c2r3.tgm.header,Tiny.V6,22181700,424
smallwhare_xmmmw_01_c3r1.tgm,Tiny.VE,14212152,289
smallwhare_xmmmw_01_c3r1.tgm.header,Tiny.V2,14316041,424
smallwhare_xmmmw_01_c3r2.tgm,Tiny.VE,14212441,319
smallwhare_xmmmw_01_c3r2.tgm.header,Tiny.VD,22359974,424
smallwhare_xmmmw_01_c3r3.tgm,Streaming/Content/data/worldareas/84/karuishowcase.vworld,645583,453861
smallwhare_xmmmw_01_c3r3.tgm.header,Tiny.V0,14396686,1454
smallwhare_xmmww_01_c1r1.tgm,Streaming/Content/data/worldareas/90/karuishowcase.vworld,1250391,1269143
smallwhare_xmmww_01_c1r1.tgm.header,Content/data/worldareas/karuishowcase.vworld,722074,9550
smallwhare_xmmww_01_c1r2.tgm,Tiny.V0,14396313,373
smallwhare_xmmww_01_c1r2.tgm.header,Tiny.V0,10111806,424
smallwhare_xmmww_01_c1r3.tgm,Tiny.V6,14097337,289
smallwhare_xmmww_01_c1r3.tgm.header,Tiny.V2,14316041,424
smallwhare_xmmww_01_c2r1.tgm,Tiny.VE,14211887,265
smallwhare_xmmww_01_c2r1.tgm.header,Tiny.V6,22181700,424
smallwhare_xmmww_01_c2r2.tgm,Tiny.VC,14090905,313
smallwhare_xmmww_01_c2r2.tgm.header,Tiny.V5,13931343,424
smallwhare_xmmww_01_c2r3.tgm,Tiny.V3,13948616,265
smallwhare_xmmww_01_c2r3.tgm.header,Tiny.V6,22181700,424
smallwhare_xmmww_01_c3r1.tgm,Tiny.VE,14212152,289
smallwhare_xmmww_01_c3r1.tgm.header,Tiny.V2,14316041,424
smallwhare_xmmww_01_c3r2.tgm,Tiny.VE,14212441,319
smallwhare_xmmww_01_c3r2.tgm.header,Tiny.VD,22359974,424
smallwhare_xmmww_01_c3r3.tgm,Streaming/Content/data/worldareas/71/karuishowcase.vworld,812115,1269143
smallwhare_xmmww_01_c3r3.tgm.header,Content/data/worldareas/karuishowcase.vworld,731624,9550
smallwhare_xmwmw_01_c1r1.tgm,Streaming/Content/data/worldareas/27/karuishowcase.vworld,8400939,452769
smallwhare_xmwmw_01_c1r1.tgm.header,Tiny.V3,13948881,1454
smallwhare_xmwmw_01_c1r2.tgm,Tiny.V0,14396313,373
smallwhare_xmwmw_01_c1r2.tgm.header,Tiny.V0,10111806,424
smallwhare_xmwmw_01_c1r3.tgm,Tiny.V6,14097337,289
smallwhare_xmwmw_01_c1r3.tgm.header,Tiny.V2,14316041,424
smallwhare_xmwmw_01_c2r1.tgm,Tiny.VE,14211887,265
smallwhare_xmwmw_01_c2r1.tgm.header,Tiny.V6,22181700,424
smallwhare_xmwmw_01_c2r2.tgm,Tiny.VC,14090905,313
smallwhare_xmwmw_01_c2r2.tgm.header,Tiny.V5,13931343,424
smallwhare_xmwmw_01_c2r3.tgm,Tiny.V3,13948616,265
smallwhare_xmwmw_01_c2r3.tgm.header,Tiny.V6,22181700,424
smallwhare_xmwmw_01_c3r1.tgm,Tiny.VE,14212152,289
smallwhare_xmwmw_01_c3r1.tgm.header,Tiny.V2,14316041,424
smallwhare_xmwmw_01_c3r2.tgm,Tiny.VE,14212441,319
smallwhare_xmwmw_01_c3r2.tgm.header,Tiny.VD,22359974,424
smallwhare_xmwmw_01_c3r3.tgm,Streaming/Content/data/worldareas/10/karuishowcase.vworld,1981907,453861
