file,bundle,offset,size
ironcuirass_f_metal_bc1.dds.header,Tiny.VC,5982452,1520
ironcuirass_f_normal_bc7.dds,Streaming/Content/art/models/items/armours/216F327D24F90E9D.A73B8B6057629FD9.ironcuirassfemale_new.fmt.1,2796364,5592580
ironcuirass_f_normal_bc7.dds.header,Tiny.VF,6103439,1520
ironcuirass_fc.mat,Tiny.VB,6162968,1472
ironcuirass_m_colour_bc1.dds,Streaming/Content/art/models/items/armours/216F327D24F90E9D.A73B8B6057629FD9.ironcuirassmale_new.fmt,,
ironcuirass_m_colour_bc1.dds.header,Tiny.V5,5985438,1520
ironcuirass_m_metal_bc1.dds,Streaming/Content/art/models/items/armours/216F327D24F90E9D.A73B8B6057629FD9.ironcuirassmale_new.fmt.1,0,2796364
ironcuirass_m_metal_bc1.dds.header,Tiny.V0,6308191,1520
ironcuirass_m_normal_bc7.dds,Streaming/Content/art/models/items/armours/216F327D24F90E9D.A73B8B6057629FD9.ironcuirassmale_new.fmt.1,2796364,5592580
ironcuirass_m_normal_bc7.dds.header,Tiny.V9,6289379,1520
ironcuirass_mc.mat,Tiny.V6,6171342,1472
../../irongrasp/irongraspdex.sm,Tiny.V0,6309711,592
irongraspdex_7d369f1c.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspdex.ao,159617,330449
irongraspdex_7d369f1c.smd.header,Tiny.VE,6254136,629
irongraspdexint.sm,Tiny.V9,6291503,598
irongraspdexint_8259f160.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspdexint.ao,0,330449
irongraspdexint_8259f160.smd.header,Tiny.VD,6053064,629
irongraspdrop.amd,Tiny.V5,5987562,196
irongraspdrop.ast,Content/metadata/items/armours/bodyarmours/armoursfour/7DF2765C4A9D2DFC.apronofemirandrop.ao,139250,21187
irongraspdrop.sm,Tiny.VD,6053693,578
irongraspdrop_7a6a499d.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspdrop.ao,,
irongraspdrop_7a6a499d.smd.header,Tiny.V8,6089242,448
irongraspint.sm,Tiny.VB,6164440,592
irongraspint_9ffd66c8.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspint.ao,159617,330449
irongraspint_9ffd66c8.smd.header,Tiny.V0,6310303,629
irongraspstr.sm,Tiny.V0,6310932,592
irongraspstr_334ccc6f.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspstr.ao,159617,330449
irongraspstr_334ccc6f.smd.header,Tiny.VF,6104959,629
irongraspstrdex.sm,Tiny.V9,6292101,598
irongraspstrdex_6b8c8c45.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspstrdex.ao,159617,330449
irongraspstrdex_6b8c8c45.smd.header,Tiny.V0,6311524,629
irongraspstrint.sm,Tiny.V8,6089690,598
irongraspstrint_ffd39106.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspstrint.ao,584711,330449
irongraspstrint_ffd39106.smd.header,Tiny.V4,6291518,629
attachments/fabric/irongraspfabricdex.sm,Tiny.V4,6290870,648
irongraspfabricdex_armour_a1e7c61c.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspdex.ao,0,159617
irongraspfabricdex_armour_a1e7c61c.smd.header,Content/metadata/items/armours/bodyarmours/armoursfour/900547576414E2C8.wayfarerjacket_str.ao,311003,4277
irongraspfabricdexint.sm,Tiny.V5,5986958,604
irongraspfabricint.sm,Tiny.V2,6303859,648
irongraspfabricint_armour_94938421.smd,Streaming/Content/metadata/items/armours/bodyarmours/DD3FA0B6015E1BC0.CE1517E1E8E80880.irongraspint.ao,0,159617
irongraspfabricint_armour_94938421.smd.header,Content/metadata/items/armours/bodyarmours/armoursfour/900547576414E2C8.wayfarerjacket_str.ao,306726,4277
irongraspfabricstr.sm,Tiny.VE,6253486,650
