file,bundle,offset,size
candleswhite_colour.dds,Streaming/Content/metadata/terrain/doodads/woods/7EC86B8E430F6907.paganprop04_02.ao,44188,11084
candleswhite_colour.dds.header,Tiny.V6,28739142,1520
candleswhitec.mat,Tiny.VA,28983150,3534
candlewax_normal_dxt5.dds,Streaming/Shared/Normal/Shared.B,1573536,43876
candlewax_normal_dxt5.dds.header,Tiny.V4,28053632,840
waxold_colour_bc7premult.dds,Streaming/Content/metadata/terrain/doodads/woods/7EC86B8E430F6907.storagebench_set.ao,1743503,43876
waxold_colour_bc7premult.dds.header,Tiny.V1,28367416,840
waxoldc.mat,Tiny.V3,28297156,2070
waxredc.mat,Tiny.VB,28800433,2334
waxwhite_colour_dxt2.dds,Streaming/Content/metadata/terrain/doodads/woods/7EC86B8E430F6907.smalltable_lights_set.ao,718059,43876
waxwhite_colour_dxt2.dds.header,Tiny.V6,28740662,840
waxwhitec.mat,Tiny.VE,28514630,2342
../canopy/animalhideground_colour.dds,Streaming/Content/metadata/terrain/doodads/jungle/583125D3337ED6E5.hut_base.ao,1055542,699212
animalhideground_colour.dds.header,Tiny.VD,28777593,1520
animalhideground_colour_bc7.dds,Streaming/Content/metadata/terrain/doodads/jungle/583125D3337ED6E5.hut_base.ao,1754754,1398276
animalhideground_colour_bc7.dds.header,Tiny.V3,28299226,1520
animalhideground_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/jungle/583125D3337ED6E5.hut_base.ao.1,,
animalhideground_normal_dxt5.dds.header,Tiny.V1,28368256,1520
animalhidegroundc.mat,Tiny.V5,28483712,2962
animalskinsmossy_colour.dds,Streaming/Content/data/worldareas/D3/mapsteppe_noboss.vworld,1398276,1398276
animalskinsmossy_colour.dds.header,Tiny.VE,28516972,1520
animalskinsmossy_normal_dxt5.dds,Streaming/Content/data/worldareas/F6/mapsteppe_noboss.vworld,51777,1398276
animalskinsmossy_normal_dxt5.dds.header,Tiny.V7,28790812,1520
animalskinsmossyc.mat,Tiny.V5,28486674,2712
basesticks_colour_dxt1.dds,Streaming/Content/data/worldareas/52/g1_11.vworld,1241961,2796364
basesticks_colour_dxt1.dds.header,Tiny.VD,28779113,1520
basesticks_normal_dxt5.dds,Streaming/Content/data/worldareas/E2/g1_11.vworld,4722068,5592580
basesticks_normal_dxt5.dds.header,Tiny.V1,28369776,1520
basesticksc.mat,Tiny.V3,28300746,1178
bone_colour.dds,Streaming/Content/metadata/terrain/doodads/woods/552273861E6E3F13.canopy_boneknife.ao,5612,174924
bone_colour.dds.header,Tiny.V9,29143313,1520
bone_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/woods/552273861E6E3F13.canopy_boneknife.ao,180536,349700
bone_normal_dxt5.dds.header,Tiny.V4,29277014,1520
bonec.mat,Tiny.V2,28303752,2292
cadaver02_colour_dxt5.dds,Streaming/Content/data/worldareas/c_g3_5.vworld.3,11373855,5592580
cadaver02_colour_dxt5.dds.header,Tiny.VC,28624098,1520
cadaver02_normal_dxt5.dds,Streaming/Content/data/worldareas/66/c_g3_5.vworld,18756649,5592580
cadaver02_normal_dxt5.dds.header,Tiny.VC,28625618,1520
cadaver02c.mat,Tiny.VE,28518492,2154
cadaver03_colour.dds,Streaming/Content/metadata/monsters/maggothusks/maggothusktorso.ot,2248949,2796364
cadaver03_colour.dds.header,Tiny.VD,28780633,1520
cadaver03_colour_bc7.dds,Streaming/Content/metadata/monsters/maggothusks/maggothusktorso.ot.1,,
