hash,file,bundle,offset,size
f756def2ad4524c3,heistmainpathchest_01.sm,Tiny_1,82677067,532
ca0ff54ae3738366,coincache_01_afc1bf5b.smd,Art/Models/Chests/LeagueHeist/SmugglersCoinCache,0,53336
c74487378b73976d,coincache_01_afc1bf5b.smd.header,Tiny_1,82676699,368
b43434753246f521,coincache_01.amd,Tiny_2,72831,88
85ca1078554354ad,coincache_01.ast,Tiny_1,82674654,2045
