file,bundle,offset,size
art/textures/environment/act3/harborbridge/decal_solarisa.mat,Tiny.V3,28000787,2610
art/textures/environment/act3/harborbridge/decal_solarisb.mat,Tiny.V1,27943068,2476
art/textures/environment/act3/harborbridge/facadeviena_colour_bc7.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.wall_single.ao,129431,1398276
art/textures/environment/act3/harborbridge/facadeviena_colour_bc7.dds.header,Tiny.V5,28026016,1520
art/textures/environment/act3/harborbridge/facadeviena_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.wall_single.ao,1527707,1398276
art/textures/environment/act3/harborbridge/facadeviena_normal_dxt5.dds.header,Tiny.VA,28514637,1520
art/textures/environment/act3/harborbridge/facadevienac.mat,Tiny.V2,27908879,1738
art/textures/environment/act3/harborbridge/floordecals2_colour_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.lunaris_decal_02.ao,0,1398276
art/textures/environment/act3/harborbridge/floordecals2_colour_dxt5.dds.header,Tiny.V5,28027536,1520
art/textures/environment/act3/harborbridge/floordecals2_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.lunaris_decal_02.ao,1398276,1398276
art/textures/environment/act3/harborbridge/floordecals2_normal_dxt5.dds.header,Tiny.V1,27945544,1520
art/textures/environment/act3/harborbridge/floordecals2c.mat,Tiny.V6,28371303,2000
art/textures/environment/act3/harborbridge/floordecals_colour_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.solaris_lunaris_statue_01.ao,406297,349700
art/textures/environment/act3/harborbridge/floordecals_colour_dxt5.dds.header,Tiny.VA,28516157,1520
art/textures/environment/act3/harborbridge/floordecals_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.solaris_lunaris_statue_01.ao,755997,1398276
art/textures/environment/act3/harborbridge/floordecals_normal_dxt5.dds.header,Tiny.V7,28282495,1520
art/textures/environment/act3/harborbridge/floordecalsc.mat,Tiny.V2,27910617,1988
art/textures/environment/act3/harborbridge/goddessdoors_colour_dxt1.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.sundoor_open_ivy.ao,313627,699212
art/textures/environment/act3/harborbridge/goddessdoors_colour_dxt1.dds.header,Tiny.VD,28410234,1520
art/textures/environment/act3/harborbridge/goddessdoors_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.sundoor_open_ivy.ao,1012839,1398276
art/textures/environment/act3/harborbridge/goddessdoors_normal_dxt5.dds.header,Tiny.VE,28082987,1520
art/textures/environment/act3/harborbridge/goddessdoorsc.mat,Tiny.V1,27947064,2214
art/textures/environment/act3/harborbridge/goddessplaque_colour_bc7.dds,Streaming/Content/data/worldareas/hideoutlunarissolarisarena.vworld.1,6292316,349700
art/textures/environment/act3/harborbridge/goddessplaque_colour_bc7.dds.header,Tiny.V2,27912605,1520
art/textures/environment/act3/harborbridge/goddessplaque_normal_dxt5.dds,Streaming/Content/data/worldareas/hideoutlunarissolarisarena.vworld.1,6642016,349700
art/textures/environment/act3/harborbridge/goddessplaque_normal_dxt5.dds.header,Tiny.V7,28284015,1520
art/textures/environment/act3/harborbridge/goddessplaquec.mat,Tiny.V8,28128818,1762
art/textures/environment/act3/harborbridge/solaris_a_decal_colour.dds,Streaming/Content/data/worldareas/hideoutlunarissolarisarena.vworld.1,6991716,699212
art/textures/environment/act3/harborbridge/solaris_a_decal_colour.dds.header,Tiny.V6,28373303,1520
art/textures/environment/act3/harborbridge/solaris_a_decalns.dds,Streaming/Content/data/worldareas/hideoutlunarissolarisarena.vworld.1,7690928,1398276
art/textures/environment/act3/harborbridge/solaris_a_decalns.dds.header,Tiny.VD,28411754,1520
art/textures/environment/act3/harborbridge/solaris_b_decal_colour.dds,Streaming/Content/data/worldareas/hideoutlunarissolarisarena.vworld.1,9089204,174924
art/textures/environment/act3/harborbridge/solaris_b_decal_colour.dds.header,Tiny.VB,28344454,1520
art/textures/environment/act3/harborbridge/solaris_b_decalns.dds,Streaming/Content/data/worldareas/hideoutlunarissolarisarena.vworld.1,9264128,349700
art/textures/environment/act3/harborbridge/solaris_b_decalns.dds.header,Tiny.VC,28239757,1520
art/textures/environment/act3/harborbridge/solarislunaris_alpha_colour_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/691AF7FDD62DE5CA.electric_chair_v01_03.ao,617289,43876
art/textures/environment/act3/harborbridge/solarislunaris_alpha_colour_dxt5.dds.header,Tiny.V3,28003397,840
art/textures/environment/act3/harborbridge/solarislunaris_alpha_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/691AF7FDD62DE5CA.electric_chair_v01_03.ao,661165,43876
art/textures/environment/act3/harborbridge/solarislunaris_alpha_normal_dxt5.dds.header,Tiny.V9,28791332,840
art/textures/environment/act3/harborbridge/solarislunaris_alphac.mat,Tiny.VD,28413274,2096
art/textures/environment/act3/harborbridge/solarislunaris_colour_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.solaris_lunaris_statue_01.ao,2154273,1398276
art/textures/environment/act3/harborbridge/solarislunaris_colour_dxt5.dds.header,Tiny.V8,28130580,1520
art/textures/environment/act3/harborbridge/solarislunaris_normal_dxt5.dds,Streaming/Content/metadata/terrain/doodads/ruinedcity/A9F70759A0522B04.solaris_lunaris_statue_01.ao.1,,
art/textures/environment/act3/harborbridge/solarislunaris_normal_dxt5.dds.header,Tiny.VC,28241277,1520
